wallet,block,side,price_usd,size_eth
0x824abda7e8bfcf47c543761c50bc7bf6756deda9,50780905,BUY,2381.85336766,0.0005475102
0xee690b66ae7b57e2be694de1db3a37a5c211d69e,50780905,BUY,2381.86757152,0.0020867352
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50780907,BUY,2381.88285875,0.0001209942
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50780907,BUY,2381.87589572,0.0001821401
0xd1f34408e2dff664784bce283dbf3da7a57f3e0e,50780909,SELL,2379.49101010,0.0198000000
0x8d47ba07ff9ccccf58c7e8810ee42c0dc8b8b123,50780912,BUY,2381.87170252,0.0000092188
0x824abda7e8bfcf47c543761c50bc7bf6756deda9,50780927,BUY,2382.02524118,0.0003870303
0x964d83cb6b45727a55f30931472ccccef014a1e6,50780931,BUY,2382.02673531,0.0038498468
0xfe68082a448f17a3d1700957b9f63176cecd334e,50780947,BUY,2382.12542208,0.0085552313
0xc2717dc0bdf61633331f97430caa30519fd0b665,50780953,BUY,2381.58702431,0.0003668058
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50780954,BUY,2381.58717556,0.0020595270
0x4738d4b302a8b30f128b8fc148d430b45a4e3c04,50780963,BUY,2381.32841336,0.0022398444
0xfe68082a448f17a3d1700957b9f63176cecd334e,50780963,BUY,2381.33782488,0.0000525117
0x824abda7e8bfcf47c543761c50bc7bf6756deda9,50780965,BUY,2381.32930480,0.0022622990
0xd157ea97098f0cf18281621f8e3c3943941cdadb,50780970,BUY,2381.39731119,0.0207818846
0xd157ea97098f0cf18281621f8e3c3943941cdadb,50780970,BUY,2381.40212997,0.0074615773
0xd157ea97098f0cf18281621f8e3c3943941cdadb,50780970,BUY,2381.40455007,0.0067896150
0x8d47ba07ff9ccccf58c7e8810ee42c0dc8b8b123,50780972,BUY,2381.40660657,0.0004103608
0xfe68082a448f17a3d1700957b9f63176cecd334e,50780973,BUY,2381.42496327,0.1141362777
0x4b5c33c3c7a31bd108f5a99b64683b0056a62226,50780978,BUY,2381.55980143,0.0075826250
